537.34,488.95
537.15,491.90
536.95,494.78
536.73,497.60
536.48,500.34
536.22,503.02
535.94,505.63
535.64,508.18
535.32,510.67
534.99,513.09
534.63,515.45
534.26,517.76
533.87,520.00
533.46,522.18
533.04,524.31
532.60,526.38
532.14,528.40
531.67,530.36
531.18,532.27
530.67,534.13
530.14,535.94
529.61,537.70
529.05,539.41
528.48,541.07
527.90,542.69
527.30,544.26
526.68,545.79
526.05,547.27
525.41,548.72
524.75,550.12
524.08,551.48
523.40,552.80
522.70,554.09
521.99,555.34
521.27,556.55
520.53,557.73
519.78,558.88
519.02,559.99
518.25,561.07
517.46,562.12
516.66,563.15
515.85,564.14
515.03,565.11
514.20,566.05
513.36,566.97
512.51,567.86
511.65,568.73
510.77,569.58
509.89,570.41
509.00,571.22
508.10,572.01
507.19,572.78
506.27,573.54
505.34,574.28
504.40,575.01
503.45,575.72
502.50,576.43
501.53,577.12
500.56,577.80
499.58,578.47
498.60,579.14
497.61,579.80
496.61,580.45
495.60,581.10
494.59,581.74
493.57,582.39
492.55,583.03
491.52,583.67
490.49,584.31
489.45,584.95
488.41,585.60
487.36,586.24
486.31,586.90
485.26,587.56
484.21,588.22
483.16,588.90
482.10,589.58
481.04,590.27
479.98,590.97
478.92,591.68
477.86,592.41
476.80,593.15
475.75,593.91
474.69,594.68
473.63,595.46
472.58,596.27
471.52,597.09
470.47,597.94
469.42,598.80
468.38,599.69
467.34,600.60
466.30,601.53
465.27,602.48
464.24,603.45
463.21,604.44
462.19,605.43
461.18,606.42
460.16,607.42
459.16,608.42
458.15,609.41
457.16,610.39
456.16,611.36
455.17,612.31
454.19,613.23
453.22,614.14
452.24,615.02
451.28,615.86
450.32,616.67
449.36,617.44
448.41,618.16
447.47,618.84
446.53,619.47
445.60,620.05
444.68,620.56
443.76,621.02
442.85,621.41
441.94,621.73
441.05,621.97
440.16,622.14
439.27,622.23
438.39,622.24
437.52,622.16
436.66,621.99
435.81,621.74
434.96,621.42
434.13,621.02
433.30,620.54
432.48,620.00
431.68,619.39
430.88,618.72
430.10,617.99
429.33,617.20
428.57,616.36
427.83,615.47
427.10,614.53
426.38,613.55
425.68,612.53
424.99,611.47
424.32,610.37
423.66,609.24
423.02,608.09
422.40,606.91
421.79,605.71
421.20,604.48
420.63,603.25
420.08,602.00
419.55,600.74
419.04,599.47
418.55,598.20
418.08,596.93
417.63,595.67
417.21,594.40
416.80,593.15
416.42,591.90
416.06,590.66
415.72,589.43
415.40,588.21
415.10,586.99
414.82,585.79
414.57,584.59
414.33,583.40
414.12,582.23
413.92,581.06
413.75,579.91
413.60,578.76
413.46,577.63
413.35,576.51
413.25,575.41
413.18,574.32
413.12,573.24
413.09,572.17
413.07,571.12
413.07,570.09
413.10,569.07
413.14,568.07
413.20,567.08
413.27,566.11
413.37,565.16
413.48,564.22
413.62,563.30
413.77,562.40
413.94,561.52
414.12,560.66
414.33,559.81
414.55,558.97
414.79,558.15
415.05,557.33
415.32,556.52
415.61,555.72
415.92,554.92
416.25,554.12
416.59,553.32
416.95,552.52
417.32,551.71
417.71,550.90
418.12,550.08
418.55,549.25
418.99,548.40
419.44,547.54
419.91,546.67
420.40,545.78
420.91,544.87
421.43,543.93
421.96,542.98
422.51,541.99
423.07,540.98
423.65,539.94
424.25,538.87
424.86,537.76
425.48,536.62
426.12,535.45
426.77,534.23
427.44,532.97
428.12,531.68
428.82,530.36
429.53,529.00
430.25,527.62
430.99,526.20
431.73,524.76
432.50,523.29
433.27,521.80
434.06,520.28
434.86,518.75
435.67,517.19
436.49,515.62
437.33,514.04
438.17,512.44
439.03,510.83
439.90,509.21
440.78,507.59
441.67,505.95
442.57,504.31
443.48,502.67
444.40,501.03
445.33,499.39
446.27,497.75
447.22,496.12
448.18,494.49
449.15,492.87
450.13,491.26
451.12,489.65
452.11,488.07
453.12,486.49
454.13,484.94
455.15,483.41
456.18,481.89
457.22,480.41
458.27,478.95
459.33,477.52
460.40,476.13
461.48,474.77
462.56,473.45
463.66,472.17
464.77,470.93
465.88,469.74
467.01,468.59
468.15,467.50
469.30,466.46
470.46,465.48
471.63,464.55
472.81,463.69
474.00,462.88
475.20,462.15
476.42,461.48
477.64,460.88
478.88,460.36
480.13,459.91
481.39,459.54
482.66,459.25
483.94,459.05
485.24,458.93
486.54,458.89
487.86,458.94
489.19,459.07
490.53,459.26
491.88,459.52
493.24,459.83
494.61,460.20
495.99,460.60
497.38,461.05
498.77,461.52
500.17,462.02
501.58,462.54
502.99,463.07
504.41,463.61
505.83,464.14
507.26,464.66
508.69,465.18
510.13,465.67
511.56,466.13
513.00,466.56
514.44,466.95
515.89,467.30
517.33,467.59
518.77,467.82
520.22,467.99
521.66,468.09
523.10,468.11
524.54,468.04
525.97,467.89
527.41,467.63
528.84,467.28
530.26,466.82
531.69,466.28
533.10,465.65
534.51,464.95
535.91,464.18
537.31,463.34
538.69,462.45
540.07,461.50
541.44,460.51
542.79,459.49
544.14,458.44
545.47,457.36
546.79,456.26
548.10,455.16
549.39,454.05
550.67,452.95
551.93,451.85
553.17,450.78
554.40,449.72
555.61,448.70
556.80,447.71
557.98,446.77
559.13,445.88
560.26,445.04
561.37,444.27
562.46,443.57
563.52,442.95
564.57,442.41
565.58,441.96
566.58,441.60
567.54,441.34
568.49,441.17
569.41,441.08
570.30,441.08
571.18,441.15
572.03,441.29
572.86,441.50
573.67,441.77
574.46,442.11
575.22,442.50
575.97,442.94
576.70,443.43
577.41,443.96
578.10,444.54
578.77,445.14
579.42,445.78
580.06,446.45
580.68,447.13
581.28,447.84
581.87,448.56
582.44,449.29
583.00,450.03
583.54,450.77
584.07,451.51
584.58,452.24
585.08,452.96
585.57,453.66
586.05,454.35
586.51,455.01
586.96,455.65
587.40,456.26
587.83,456.85
588.24,457.41
588.63,457.96
589.01,458.48
589.36,458.98
589.70,459.47
590.01,459.93
590.30,460.39
590.57,460.83
590.81,461.25
591.02,461.67
591.20,462.08
591.35,462.47
591.48,462.86
591.57,463.25
591.62,463.63
591.64,464.00
591.63,464.37
591.57,464.75
591.48,465.12
591.35,465.50
591.17,465.87
590.95,466.26
590.69,466.65
590.38,467.04
590.02,467.45
589.62,467.86
589.16,468.28
588.66,468.72
588.10,469.17
587.50,469.63
586.85,470.11
586.15,470.60
585.40,471.10
584.60,471.62
583.76,472.16
582.88,472.71
581.95,473.27
580.98,473.85
579.97,474.45
578.92,475.06
577.83,475.69
576.70,476.34
575.53,477.01
574.32,477.69
573.08,478.39
571.80,479.11
570.48,479.85
569.13,480.61
567.75,481.39
566.34,482.19
564.89,483.02
563.41,483.86
561.91,484.72
560.37,485.61
558.81,486.51
557.22,487.44
555.60,488.40
553.96,489.37
552.29,490.37
550.60,491.38
548.89,492.42
547.16,493.47
545.42,494.53
543.66,495.61
541.89,496.69
540.11,497.79
538.31,498.89
536.51,500.00
534.70,501.11
532.89,502.22
531.08,503.33
529.27,504.44
527.45,505.54
525.64,506.64
523.84,507.73
522.04,508.82
520.25,509.89
518.47,510.94
516.70,511.98
514.94,513.01
513.20,514.02
511.48,515.00
509.78,515.96
508.09,516.90
506.43,517.82
504.80,518.70
503.19,519.56
501.60,520.38
500.05,521.18
498.52,521.95
497.01,522.69
495.53,523.40
494.06,524.09
492.62,524.76
491.19,525.40
489.78,526.03
488.38,526.64
487.00,527.23
485.63,527.80
484.28,528.37
482.93,528.92
481.59,529.45
480.25,529.98
478.93,530.50
477.60,531.02
476.28,531.52
474.96,532.03
473.64,532.53
472.32,533.03
470.99,533.53
469.66,534.04
468.33,534.54
466.98,535.06
465.63,535.57
464.27,536.10
462.90,536.64
461.51,537.18
460.11,537.74
458.70,538.31
457.27,538.89
455.83,539.48
454.38,540.09
452.93,540.71
